group_id,first_cross,final_margin_baseline,final_score_baseline,final_margin_nudged,final_score_nudged,delta_final_margin,averted
03f87295eabacf378e41c532aa5f39c1,0.0,1.1963330813012187,5,1.8260305556806111,5,0.6296974743793924,False
0c1279cff76e51cd73615f1a08bb3b9b,0.0,0.2650187530977706,5,0.2025150342875707,3,-0.06250371881019992,True
12b3c60bbbff39d4c572695f18bcae80,0.0,0.42790145587383904,5,-0.01119177413811618,3,-0.4390932300119552,True
12f6463fca308d8cd0c2f53407eb7400,1.0,1.5940539669237679,5,-0.5715498040797935,2,-2.1656037710035614,True
2bed5b2da02161916fb0583bf72ab7c7,2.0,1.3772092000907588,5,-0.2977366169282179,3,-1.6749458170189766,True
35b45ac9267461c7af0c5ebc19c701a5,2.0,0.7751823410936423,5,-0.35008228166683003,3,-1.1252646227604723,True
3e3c7ad8b856e7925ddf4782653d9605,0.0,0.8879881721730072,5,0.7231406665519915,4,-0.1648475056210157,True
72f05382ff9b6d4092cd31aaf076efe1,0.0,1.1585922762759884,5,0.34058412826629036,3,-0.818008148009698,True
73452d12c1aea6efa85255d652e5059b,0.0,1.3789180440229427,5,1.0644764130121454,4,-0.31444163101079736,True
74b78b44f4ca4eeb84a3c19810cdda8b,0.0,1.0250240160831683,5,0.5714558391065521,4,-0.4535681769766162,True
75c3a8a29c07864812af53ba03b18c1a,0.0,1.1267920017536956,5,0.1453271190861879,3,-0.9814648826675078,True
7a19b91240f9a3d78a13c144fbfe8c56,4.0,1.0017315920597873,5,0.14929589960451678,3,-0.8524356924552705,True
824af8a8d0d270db0ff8ccb8dc5313c5,,-0.7325970258987196,5,-0.7325970258987196,2,0.0,True
88ba4c6c786d31f047037b40c50d270a,0.0,0.4955260627463879,5,-1.082485401436951,2,-1.578011464183339,True
8d475cb801dd992a1414b840710f202a,1.0,1.123277780144138,5,-0.34137918780381044,3,-1.4646569679479484,True
9e8004d6b02f905b9f9b68379d72e427,0.0,2.053721204299235,5,1.4984934297653187,5,-0.5552277745339165,False
a84effacbe011202a72ed4bf4ae37b7a,1.0,2.3034542877901982,5,0.2106133040035551,3,-2.092840983786643,True
aaf86ed100bb1316e81bf5c044791568,0.0,-0.07910041891585806,5,-0.3302914079680912,3,-0.25119098905223314,True
ab37cf69fa19accc17ec3202e6b6fd0d,0.0,0.6765331872065152,5,0.9274496278379123,4,0.25091644063139706,True
abadc22eebf7e2e790aee625f630a923,0.0,0.2501234171685751,5,0.6289631576787775,4,0.3788397405102024,True
b69e30ee56cb8b5a5cd53f8021ad4d85,0.0,1.4390311113379068,5,1.0024240333504864,4,-0.4366070779874205,True
be112f186c8c4e389bd7c2b1a6b4a7e0,1.0,1.1077506348720763,5,0.07903188118960242,3,-1.0287187536824738,True
d94abcda70d02a023260ddce054a5ef5,1.0,2.37244053544239,5,2.3444505385398,5,-0.027989996902590075,False
daee8aeac2cee11c8b9fe4de769b4463,0.0,1.3298391811310393,5,0.6469283120938998,4,-0.6829108690371395,True
de14a24aa89502307916eb7548736b81,0.0,1.5547013504155252,5,0.3603882979388006,3,-1.1943130524767245,True
e6ad04b1e3dbf44f9c5745a84bfd4379,0.0,0.9496306353091888,5,1.0054796956600613,4,0.05584906035087256,True
ec09ce18a3fe360ef55076e92ab82964,1.0,0.5605685729676285,5,-0.7082385286975154,2,-1.2688071016651439,True
f2db4f6e465650fad97725461fa3e35d,0.0,1.1103895617882715,5,0.5350675970099666,4,-0.5753219647783049,True
f4ae01936b669d8ef720ea697129b647,0.0,1.1075076454851773,5,0.7154393748061914,4,-0.392068270678986,True
f6622c2a384040d7eb0256156afdc5e3,2.0,0.8101572907834124,5,0.6708241406445791,4,-0.1393331501388333,True
